Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
633,Jayant Varghese,77,8,3,42.5,2
634,Tiya Sehgal,25,44,88,66,1
635,Yasmin Bahri,26,91,92,91.5,1
636,Kavya Dugar,47,3,26,36.5,2
637,Aradhya Mall,93,49,74,83.5,0
638,Ishaan Chandran,40,29,79,59.5,1
639,Rohan Kar,43,62,26,52.5,1
640,Urvi Kar,45,13,61,53,1
641,Jivin Magar,5,44,19,31.5,2
642,Miraya De,38,12,79,58.5,2
643,Alia Rajagopalan,78,14,32,55,2
644,Yuvaan Ranganathan,6,57,56,56.5,1
645,Krish Koshy,74,16,32,53,2
646,Amira Sha,73,48,5,60.5,1
647,Mohanlal Mane,39,32,56,47.5,2
648,Nirvi Wali,77,97,41,87,0
649,Damini Rajagopalan,11,14,85,49.5,2
650,Aniruddh Sundaram,16,9,35,25.5,3
651,Taimur Saran,6,77,84,80.5,1
652,Hrishita Baral,100,9,82,91,1
653,Vedika Bath,64,38,26,51,2
654,Kismat Sahni,3,80,55,67.5,1
655,Shalv Desai,17,58,76,67,1
656,Kavya Gulati,74,94,20,84,1
657,Emir Atwal,80,28,26,54,2
658,Romil Kala,51,37,100,75.5,1
659,Lakshit Sahota,31,59,78,68.5,1
660,Elakshi Bajaj,73,34,91,82,1
661,Raunak Sandhu,56,34,66,61,1
662,Onkar Batra,87,91,98,94.5,0
663,Trisha Babu,57,88,36,72.5,1
664,Indrajit Sani,96,84,73,90,0
665,Vaibhav Chada,48,38,83,65.5,1
666,Arhaan Kapoor,60,83,37,71.5,1
667,Seher Wable,18,56,18,37,2
668,Anya Bhatt,91,5,52,71.5,1
669,Anvi Sankaran,27,44,72,58,1
670,Yakshit Dar,54,1,1,27.5,2
671,Mohanlal Samra,60,51,65,62.5,0
672,Romil Bhatti,58,80,68,74,0
673,Uthkarsh Sathe,20,89,89,89,1
674,Adah Andra,93,17,38,65.5,2
675,Biju Choudhury,32,11,30,31,3
676,Kanav Date,18,58,52,55,1
677,Darshit Dara,86,7,87,86.5,1
678,Hiran Bhat,18,57,64,60.5,1
679,Madhup Shankar,67,80,57,73.5,0
680,Rhea Raman,21,78,21,49.5,2
681,Farhan Mane,82,18,95,88.5,1
682,Bhamini Sha,29,66,21,47.5,2
683,Seher Jayaraman,88,8,68,78,1
684,Aarav Sridhar,93,80,23,86.5,1
685,Kismat Sunder,57,28,85,71,1
686,Yashvi Dey,87,72,96,91.5,0
687,Shayak Sarna,35,31,55,45,2
688,Himmat Dhar,25,35,46,40.5,2
689,Yasmin Bumb,44,19,4,31.5,2
690,Vedika Kakar,25,46,30,38,2
691,Aarush Bhavsar,82,28,4,55,2
692,Miraya Chawla,28,36,25,32,3
693,Himmat Das,72,28,8,50,2
694,Vardaniya Virk,10,83,26,54.5,2
695,Hrishita Golla,12,12,71,41.5,2
696,Saanvi Tripathi,11,6,84,47.5,2
697,Kabir Dora,31,2,72,51.5,2
698,Rania Gill,22,10,1,16,3
699,Nirvi Bawa,75,47,9,61,1
700,Vanya Kota,45,28,3,36.5,2
701,Taimur Basu,33,91,76,83.5,1
702,Navya Talwar,62,35,60,61,1
703,Biju Lad,33,58,11,45.5,2
704,Misha Chauhan,41,24,13,32.5,2
705,Siya Yadav,0,15,92,53.5,2
706,Eva Chaudhry,5,63,45,54,1
707,Purab Suresh,29,98,72,85,1
708,Anahita Dhingra,78,46,90,84,0
709,Anaya Sane,19,98,59,78.5,1
710,Pranay Biswas,41,68,27,54.5,1
711,Veer Anand,67,91,77,84,0
712,Trisha Balasubramanian,69,39,26,54,2
713,Kiaan Dhingra,93,6,44,68.5,1
714,Riya Krishna,17,64,37,50.5,2
715,Aaryahi Sharaf,25,24,32,28.5,3
716,Hrishita Chowdhury,30,62,6,46,2
717,Zoya Ahuja,26,2,75,50.5,2
718,Chirag Mani,20,84,30,57,2
719,Shayak Suresh,51,98,81,89.5,0
720,Seher Balasubramanian,25,84,93,88.5,1
721,Jivin Deo,75,67,90,82.5,0
722,Arhaan Tandon,18,39,30,34.5,3
723,Zara Iyengar,0,73,5,39,2
724,Vaibhav Mahajan,34,1,77,55.5,2
725,Alia Chana,66,40,99,82.5,0
726,Nitya Shere,5,64,13,38.5,2
727,Emir Mangal,16,45,80,62.5,1
728,Priyansh Devan,96,18,17,57,2
729,Raghav Choudhry,72,22,14,47,2
730,Alisha Sunder,1,14,11,12.5,3
731,Ranbir Taneja,40,13,2,26.5,2
732,Lavanya Sarraf,94,47,26,70.5,1
733,Charvi Barman,32,69,61,65,1
734,Akarsh Srinivas,92,77,13,84.5,1
735,Sumer Khalsa,5,46,13,29.5,2
736,Hridaan Kamdar,72,63,2,67.5,1
737,Manikya Vig,36,83,40,61.5,1
738,Uthkarsh Butala,76,98,53,87,0
739,Yuvraj  Ratta,48,93,15,70.5,1
740,Taimur Tiwari,22,80,16,51,2
741,Elakshi Suri,52,88,65,76.5,0
742,Vihaan Suresh,60,62,97,79.5,0
743,Hiran Shankar,27,64,82,73,1
744,Vardaniya Manda,57,30,57,57,1
745,Shamik Deo,5,22,64,43,2
746,Neelofar Suresh,84,56,94,89,0
747,Urvi Suri,85,48,97,91,0
748,Hunar Dave,79,25,97,88,1
749,Zara De,26,88,1,57,2
750,Azad Ray,100,70,96,98,0
751,Nitya Goel,39,54,71,62.5,1
752,Rhea Sibal,19,60,36,48,2
753,Mehul Venkatesh,48,80,18,64,1
754,Charvi Borra,72,3,47,59.5,1
755,Vardaniya Mander,77,79,85,82,0
756,Dishani Baria,99,4,88,93.5,1
757,Abram Gour,10,85,24,54.5,2
758,Prerak Vaidya,53,36,84,68.5,1
759,Sana Rama,30,2,66,48,2
760,Jayant Choudhry,6,20,53,36.5,2
761,Darshit Soman,88,25,93,90.5,1
762,Adira Tiwari,5,83,26,54.5,2
763,Anahi Jayaraman,41,65,86,75.5,0
764,Ojas Choudhury,30,85,79,82,1
765,Taimur Deol,24,56,54,55,1
766,Tanya Aurora,56,21,99,77.5,1
767,Tejas Choudhry,84,17,44,64,1
768,Hridaan Dugar,15,34,37,35.5,3
769,Aaina Choudhry,17,79,48,63.5,1
770,Damini Bains,26,27,76,51.5,2
771,Tanya Upadhyay,0,64,78,71,1
772,Madhup Vasa,43,86,40,64.5,0
773,Alisha Zacharia,91,7,65,78,1
774,Anya Acharya,52,10,2,31,2
775,Jivika Garg,65,100,1,82.5,1
776,Lakshit Johal,9,83,94,88.5,1
777,Prerak Bains,53,31,74,63.5,1
778,Mohanlal Saha,90,54,66,78,0
779,Aniruddh Sem,8,14,77,45.5,2
780,Kaira Banerjee,34,74,32,54,2
781,Amira Sawhney,25,25,59,42,2
782,Saksham Gola,7,11,63,37,2
783,Adah Lad,29,28,20,28.5,3
784,Hridaan Setty,81,41,90,85.5,0
785,Raghav Sarma,32,95,5,63.5,2
786,Faiyaz Barad,50,84,45,67,0
787,Hazel Sachdeva,46,37,30,41.5,2
788,Kaira Chandran,68,53,69,68.5,0
789,Jivika Edwin,44,52,47,49.5,0
790,Zain Acharya,59,9,86,72.5,1
791,Kimaya Ratti,32,43,78,60.5,1
792,Onkar Ravel,64,9,37,50.5,2
793,Hrishita Varty,77,62,91,84,0
794,Dishani Sankaran,60,69,78,73.5,0
795,Abram Edwin,81,55,56,68.5,0
796,Parinaaz Jayaraman,66,29,89,77.5,1
797,Alisha Baral,97,48,7,72.5,1
798,Vanya Garg,70,56,67,68.5,0
799,Saanvi Yohannan,88,79,35,83.5,1
800,Navya Suri,9,71,38,54.5,2
801,Elakshi Shah,10,40,9,25,2
802,Priyansh Gulati,69,53,87,78,0
803,Mishti Sengupta,36,74,81,77.5,1
804,Aaryahi Som,34,20,31,32.5,3
805,Divyansh Bajwa,18,19,8,18.5,3
806,Kartik Shah,60,93,81,87,0
807,Ishaan Shenoy,53,60,95,77.5,0
808,Dhanush Devan,32,43,15,37.5,2
809,Faiyaz Dugal,84,87,4,85.5,1
810,Saira Bahl,65,96,53,80.5,0
811,Amani Bath,7,64,51,57.5,1
812,Saksham Kuruvilla,28,3,44,36,2
813,Mamooty Singhal,51,73,96,84.5,0
814,Dishani Wali,92,87,87,89.5,0
815,Zain Zacharia,33,4,81,57,2
816,Hansh Varkey,6,27,24,25.5,3
817,Alisha Shah,69,68,75,72,0
818,Nitya Dugar,37,45,85,65,1
819,Akarsh Batra,61,40,16,50.5,1
820,Rhea Manda,88,31,9,59.5,2
821,Kavya Koshy,34,19,82,58,2
822,Ivan Tata,30,35,12,32.5,3
823,Ela Arora,44,42,18,43,1
824,Ojas Varghese,78,38,27,58,2
825,Ojas Barman,44,38,22,41,2
826,Vedika Bajwa,91,99,56,95,0
827,Khushi Chaudhry,0,65,62,63.5,1
828,Renee Rao,39,89,6,64,2
829,Aarna Thaman,49,79,41,64,0
830,Saanvi Babu,73,94,35,83.5,1
831,Mannat Kothari,99,39,66,82.5,1
832,Indrans Deol,17,15,31,24,3
833,Jayan Malhotra,96,85,72,90.5,0
834,Vivaan Kanda,3,27,59,43,2
835,Kaira Ganesan,90,60,84,87,0
836,Divij Choudhary,86,57,97,91.5,0
837,Hansh Saran,62,23,59,60.5,1
838,Miraan Sidhu,42,41,54,48,0
839,Gatik Sarna,65,50,28,57.5,1
840,Kashvi Krishnamurthy,95,17,3,56,2
841,Ishita Sahota,94,8,1,51,2
842,Saira Dar,54,61,33,57.5,1
843,Nehmat Chaudhuri,66,2,38,52,2
844,Kavya Sha,15,60,99,79.5,1
845,Taran Amble,67,63,45,65,0
846,Umang Das,31,24,72,51.5,2
847,Arnav Viswanathan,21,50,28,39,2
848,Zaina Dasgupta,74,57,52,65.5,0
849,Tushar Dubey,4,83,37,60,2
850,Vedika Maharaj,48,27,62,55,1
851,Aarush Sami,7,45,41,43,1
852,Raunak Gulati,85,89,1,87,1
853,Alisha Ray,27,41,59,50,1
854,Priyansh Kota,62,77,70,73.5,0
855,Divit Sandhu,91,29,3,60,2
856,Nitara Lall,56,23,28,42,2
857,Anya Sodhi,100,1,68,84,1
858,Anaya Borah,10,52,62,57,1
859,Jayant Wadhwa,44,32,60,52,1
860,Jayant Manda,69,72,100,86,0
861,Tushar Bahri,71,15,76,73.5,1
862,Zeeshan Mand,86,28,33,59.5,2
863,Kimaya Bhargava,49,14,92,70.5,1
864,Anahi Gupta,13,93,28,60.5,2
865,Myra Seth,34,28,64,49,2
866,Dharmajan Kakar,46,22,20,34,2
867,Chirag Wali,7,58,55,56.5,1
868,Ela Walia,31,41,25,36,2
869,Vardaniya Ghose,7,13,37,25,3
870,Adah Atwal,75,47,21,61,1
871,Nishith Chaudry,44,50,28,47,1
872,Yasmin Sabharwal,78,62,1,70,1
873,Lagan Sule,99,21,68,83.5,1
874,Vihaan Saha,60,87,100,93.5,0
875,Farhan Vora,25,82,74,78,1
876,Raunak Hayer,52,26,0,39,2
877,Seher Hari,42,60,2,51,1
878,Jayesh Swamy,64,72,62,68,0
879,Nayantara Bhasin,56,81,28,68.5,1
880,Saanvi Dhingra,81,55,25,68,1
881,Divit Arya,25,47,4,36,2
882,Badal Badami,75,25,53,64,1
883,Ahana  Sachar,81,42,46,63.5,0
884,Ela Thakkar,35,64,2,49.5,2
885,Anvi Rajan,20,85,27,56,2
886,Vihaan Lalla,76,4,80,78,1
887,Miraya Kata,80,49,62,71,0
888,Jivika Chaudhuri,73,39,6,56,2
889,Devansh Kaul,87,83,55,85,0
890,Manjari Gara,60,55,76,68,0
891,Nitya Kari,90,60,52,75,0
892,Ritvik Varkey,25,53,50,51.5,1
893,Renee Borah,64,25,73,68.5,1
894,Sara Issac,51,19,72,61.5,1
895,Mannat Solanki,43,96,61,78.5,0
896,Sumer Swaminathan,0,72,10,41,2
897,Tiya Ben,58,61,25,59.5,1
898,Eva Batta,83,27,77,80,1
899,Piya Bal,90,92,37,91,1
900,Manikya Sawhney,32,80,11,56,2
901,Vivaan Sekhon,84,24,36,60,2
902,Ahana  Behl,93,1,73,83,1
903,Oorja Jhaveri,33,34,43,38.5,2
904,Nehmat Varghese,98,49,57,77.5,0
905,Gokul Rajagopal,2,70,25,47.5,2
906,Badal Grewal,12,99,16,57.5,2
907,Hazel Madan,71,18,27,49,2
908,Mishti Gala,62,74,31,68,1
909,Zara Grover,54,63,59,61,0
910,Kanav Mammen,77,32,25,54.5,2
911,Indrajit Vyas,13,36,43,39.5,2
912,Rhea Trivedi,8,26,80,53,2
913,Mohanlal Srivastava,15,55,50,52.5,1
914,Anya Kari,18,36,8,27,3
915,Azad Tiwari,0,44,70,57,1
916,Akarsh Chakrabarti,44,16,90,67,1
917,Jayant Butala,26,74,5,50,2
918,Shray Vala,55,90,93,91.5,0
919,Eva Manne,27,9,16,21.5,3
920,Lakshit Bhattacharyya,8,11,56,33.5,2
921,Tanya Rao,40,52,7,46,1
922,Zaina Sheth,69,27,48,58.5,1
923,Jivin Apte,25,16,26,25.5,3
924,Alia Krish,65,12,12,38.5,2
925,Tanya Sharaf,25,7,73,49,2
926,Lakshay Sharma,43,50,44,47,0
927,Dhanuk Warrior,57,9,27,42,2
928,Lakshay Bora,68,8,74,71,1
929,Mohanlal Sankar,15,1,56,35.5,2
930,Anika Varty,65,42,82,73.5,0
931,Hrishita Sahota,61,18,88,74.5,1
932,Stuvan Majumdar,49,38,6,43.5,2
933,Saksham Devan,33,82,100,91,1
934,Pranay Subramaniam,10,39,70,54.5,2
935,Ayesha Devi,8,56,65,60.5,1
936,Saksham Dugar,67,18,34,50.5,2
937,Dishani Gandhi,63,33,84,73.5,1
938,Biju Sachdev,60,16,69,64.5,1
939,Anya Buch,30,63,29,46.5,2
940,Hiran Jain,0,11,38,24.5,3
941,Dhanush Barad,29,92,0,60.5,2
942,Jivika Rastogi,21,48,75,61.5,1
943,Divyansh Mallick,12,17,76,46.5,2
944,Tara Shenoy,35,24,32,33.5,3
945,Kabir Buch,72,72,13,72,1
946,Mahika Saxena,54,30,47,50.5,1
947,Shaan Gokhale,47,43,45,46,0
948,Divyansh Borah,90,64,58,77,0
949,Mohanlal Bose,97,60,53,78.5,0
950,Aaryahi Din,18,38,41,39.5,2
951,Dhanuk Kalla,31,23,80,55.5,2
952,Adira Bera,68,65,79,73.5,0
953,Jivin Raval,87,65,37,76,1
954,Kabir Thakkar,49,18,13,33.5,2
955,Dhruv Choudhary,5,89,68,78.5,1
956,Nitya Ganesh,56,29,41,48.5,1
957,Reyansh Agate,78,31,80,79,1
958,Keya Bala,51,98,51,74.5,0
959,Shalv Bora,71,21,74,72.5,1
960,Kavya Dyal,41,22,22,31.5,2
961,Indrans Ganguly,72,28,86,79,1
962,Manikya Banik,9,75,16,45.5,2
963,Myra Mall,59,92,69,80.5,0
964,Nayantara Divan,25,78,96,87,1
965,Ishaan Mahal,54,76,80,78,0
966,Riaan Lanka,84,64,30,74,1
967,Inaaya  Lalla,75,64,40,69.5,0
968,Manikya Sane,28,73,2,50.5,2
969,Damini Jhaveri,2,38,8,23,3
970,Kiara Randhawa,46,5,11,28.5,2
971,Samar Dey,3,36,54,45,2
972,Samaira Dewan,14,75,43,59,1
973,Advik Batta,7,60,82,71,1
974,Romil Gokhale,68,10,83,75.5,1
975,Jayan Atwal,82,13,80,81,1
976,Tarini Hans,17,73,38,55.5,2
977,Sahil Tandon,19,45,95,70,1
978,Dhanuk Cheema,28,42,83,62.5,1
979,Tarini Viswanathan,71,69,50,70,0
980,Dharmajan Srinivas,22,57,55,56,1
981,Ahana  Seshadri,71,34,39,55,2
982,Devansh Solanki,73,52,81,77,0
983,Lavanya Rajagopalan,51,23,48,49.5,1
984,Abram Contractor,70,2,65,67.5,1
985,Miraan Tella,21,2,85,53,2
986,Kiara Sampath,82,44,28,63,1
987,Sahil Boase,51,31,95,73,1
988,Rati Gara,24,60,80,70,1
989,Anahita Mandal,32,9,69,50.5,2
990,Hunar Zachariah,4,83,99,91,1
991,Madhup Chakrabarti,21,34,20,27.5,3
992,Zeeshan Tripathi,94,28,87,90.5,1
993,Shray Gupta,81,44,21,62.5,1
994,Lagan Manda,58,52,52,55,0
995,Gokul Grover,17,36,88,62,2
996,Aarna Varma,18,57,2,37.5,2
997,Amira Dutt,5,73,71,72,1
998,Raunak Walia,26,56,27,41.5,2
999,Hazel Bhat,83,14,57,70,1
1000,Jiya Borde,1,11,90,50.5,2
