Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
633,Jayant Varghese,42,1,3,22.5,2
634,Tiya Sehgal,81,51,38,66,1
635,Yasmin Bahri,45,62,8,53.5,1
636,Kavya Dugar,75,75,39,75,1
637,Aradhya Mall,55,91,18,73,1
638,Ishaan Chandran,49,31,1,40,2
639,Rohan Kar,65,61,31,63,1
640,Urvi Kar,62,85,15,73.5,1
641,Jivin Magar,67,24,60,63.5,1
642,Miraya De,21,27,26,26.5,3
643,Alia Rajagopalan,68,67,16,67.5,1
644,Yuvaan Ranganathan,41,91,49,70,0
645,Krish Koshy,25,54,4,39.5,2
646,Amira Sha,95,60,92,93.5,0
647,Mohanlal Mane,15,63,10,39,2
648,Nirvi Wali,11,2,76,43.5,2
649,Damini Rajagopalan,6,30,45,37.5,2
650,Aniruddh Sundaram,72,81,93,87,0
651,Taimur Saran,96,87,23,91.5,1
652,Hrishita Baral,38,93,88,90.5,1
653,Vedika Bath,44,60,57,58.5,0
654,Kismat Sahni,82,60,62,72,0
655,Shalv Desai,27,77,56,66.5,1
656,Kavya Gulati,28,56,20,42,2
657,Emir Atwal,47,56,10,51.5,1
658,Romil Kala,9,77,10,43.5,2
659,Lakshit Sahota,23,13,73,48,2
660,Elakshi Bajaj,31,14,94,62.5,2
661,Raunak Sandhu,8,26,73,49.5,2
662,Onkar Batra,2,54,24,39,2
663,Trisha Babu,87,34,39,63,2
664,Indrajit Sani,99,36,56,77.5,1
665,Vaibhav Chada,25,75,44,59.5,1
666,Arhaan Kapoor,8,84,61,72.5,1
667,Seher Wable,14,1,29,21.5,3
668,Anya Bhatt,38,67,37,52.5,2
669,Anvi Sankaran,68,83,8,75.5,1
670,Yakshit Dar,64,74,87,80.5,0
671,Mohanlal Samra,42,43,57,50,0
672,Romil Bhatti,27,98,20,62.5,2
673,Uthkarsh Sathe,60,10,43,51.5,1
674,Adah Andra,66,41,83,74.5,0
675,Biju Choudhury,69,41,15,55,1
676,Kanav Date,33,18,78,55.5,2
677,Darshit Dara,87,38,46,66.5,1
678,Hiran Bhat,55,14,79,67,1
679,Madhup Shankar,96,27,57,76.5,1
680,Rhea Raman,71,38,66,68.5,1
681,Farhan Mane,52,49,59,55.5,0
682,Bhamini Sha,42,9,83,62.5,1
683,Seher Jayaraman,65,78,1,71.5,1
684,Aarav Sridhar,21,48,85,66.5,1
685,Kismat Sunder,95,4,8,51.5,2
686,Yashvi Dey,47,83,5,65,1
687,Shayak Sarna,91,77,16,84,1
688,Himmat Dhar,54,42,48,51,0
689,Yasmin Bumb,3,13,3,8,3
690,Vedika Kakar,92,37,29,64.5,2
691,Aarush Bhavsar,7,25,32,28.5,3
692,Miraya Chawla,4,52,26,39,2
693,Himmat Das,66,2,87,76.5,1
694,Vardaniya Virk,7,60,65,62.5,1
695,Hrishita Golla,98,79,8,88.5,1
696,Saanvi Tripathi,23,96,99,97.5,1
697,Kabir Dora,95,4,58,76.5,1
698,Rania Gill,75,6,72,73.5,1
699,Nirvi Bawa,94,77,49,85.5,0
700,Vanya Kota,32,58,6,45,2
701,Taimur Basu,10,99,8,54.5,2
702,Navya Talwar,64,63,47,63.5,0
703,Biju Lad,81,45,64,72.5,0
704,Misha Chauhan,47,35,49,48,1
705,Siya Yadav,79,29,37,58,2
706,Eva Chaudhry,67,32,84,75.5,1
707,Purab Suresh,53,58,50,55.5,0
708,Anahita Dhingra,44,80,31,62,1
709,Anaya Sane,25,30,17,27.5,3
710,Pranay Biswas,34,57,98,77.5,1
711,Veer Anand,69,1,61,65,1
712,Trisha Balasubramanian,41,30,70,55.5,1
713,Kiaan Dhingra,97,77,58,87,0
714,Riya Krishna,63,44,77,70,0
715,Aaryahi Sharaf,93,21,41,67,1
716,Hrishita Chowdhury,94,7,60,77,1
717,Zoya Ahuja,90,50,70,80,0
718,Chirag Mani,75,91,38,83,1
719,Shayak Suresh,41,87,12,64,1
720,Seher Balasubramanian,99,68,54,83.5,0
721,Jivin Deo,7,8,25,16.5,3
722,Arhaan Tandon,76,78,11,77,1
723,Zara Iyengar,0,21,57,39,2
724,Vaibhav Mahajan,68,88,3,78,1
725,Alia Chana,82,58,57,70,0
726,Nitya Shere,75,90,71,82.5,0
727,Emir Mangal,57,49,7,53,1
728,Priyansh Devan,22,57,10,39.5,2
729,Raghav Choudhry,83,62,68,75.5,0
730,Alisha Sunder,61,30,18,45.5,2
731,Ranbir Taneja,52,87,65,76,0
732,Lavanya Sarraf,82,59,67,74.5,0
733,Charvi Barman,85,94,24,89.5,1
734,Akarsh Srinivas,63,41,56,59.5,0
735,Sumer Khalsa,79,41,21,60,1
736,Hridaan Kamdar,95,100,32,97.5,1
737,Manikya Vig,78,17,50,64,1
738,Uthkarsh Butala,11,5,93,52,2
739,Yuvraj  Ratta,28,18,47,37.5,2
740,Taimur Tiwari,100,34,22,67,2
741,Elakshi Suri,44,67,3,55.5,1
742,Vihaan Suresh,22,45,69,57,1
743,Hiran Shankar,79,8,83,81,1
744,Vardaniya Manda,83,61,24,72,1
745,Shamik Deo,6,42,98,70,1
746,Neelofar Suresh,43,98,41,70.5,0
747,Urvi Suri,83,50,63,73,0
748,Hunar Dave,19,99,98,98.5,1
749,Zara De,78,14,15,46.5,2
750,Azad Ray,67,19,10,43,2
751,Nitya Goel,89,23,2,56,2
752,Rhea Sibal,52,29,21,40.5,2
753,Mehul Venkatesh,31,14,62,46.5,2
754,Charvi Borra,8,45,5,26.5,2
755,Vardaniya Mander,40,9,33,36.5,2
756,Dishani Baria,43,100,32,71.5,1
757,Abram Gour,26,98,3,62,2
758,Prerak Vaidya,63,18,72,67.5,1
759,Sana Rama,26,98,41,69.5,1
760,Jayant Choudhry,84,52,36,68,1
761,Darshit Soman,15,73,80,76.5,1
762,Adira Tiwari,33,79,100,89.5,1
763,Anahi Jayaraman,14,59,49,54,1
764,Ojas Choudhury,17,51,70,60.5,1
765,Taimur Deol,25,38,69,53.5,2
766,Tanya Aurora,89,39,30,64,2
767,Tejas Choudhry,70,5,58,64,1
768,Hridaan Dugar,5,62,54,58,1
769,Aaina Choudhry,13,17,86,51.5,2
770,Damini Bains,48,30,51,49.5,1
771,Tanya Upadhyay,80,53,84,82,0
772,Madhup Vasa,20,73,65,69,1
773,Alisha Zacharia,20,3,39,29.5,3
774,Anya Acharya,37,79,26,58,2
775,Jivika Garg,40,14,59,49.5,1
776,Lakshit Johal,83,41,63,73,0
777,Prerak Bains,4,47,88,67.5,1
778,Mohanlal Saha,82,79,2,80.5,1
779,Aniruddh Sem,59,12,47,53,1
780,Kaira Banerjee,69,56,0,62.5,1
781,Amira Sawhney,100,48,44,74,0
782,Saksham Gola,49,0,80,64.5,1
783,Adah Lad,6,18,68,43,2
784,Hridaan Setty,24,85,50,67.5,1
785,Raghav Sarma,64,6,41,52.5,1
786,Faiyaz Barad,33,52,69,60.5,1
787,Hazel Sachdeva,90,43,73,81.5,0
788,Kaira Chandran,83,64,79,81,0
789,Jivika Edwin,16,100,4,58,2
790,Zain Acharya,84,59,57,71.5,0
791,Kimaya Ratti,20,79,59,69,1
792,Onkar Ravel,34,26,98,66,2
793,Hrishita Varty,6,93,53,73,1
794,Dishani Sankaran,92,23,47,69.5,1
795,Abram Edwin,88,30,31,59.5,2
796,Parinaaz Jayaraman,96,2,48,72,1
797,Alisha Baral,75,60,77,76,0
798,Vanya Garg,6,23,14,18.5,3
799,Saanvi Yohannan,79,11,30,54.5,2
800,Navya Suri,0,11,50,30.5,2
801,Elakshi Shah,67,77,10,72,1
802,Priyansh Gulati,99,33,26,66,2
803,Mishti Sengupta,58,11,93,75.5,1
804,Aaryahi Som,41,31,100,70.5,1
805,Divyansh Bajwa,41,40,4,40.5,1
806,Kartik Shah,69,85,74,79.5,0
807,Ishaan Shenoy,49,30,81,65,1
808,Dhanush Devan,12,34,59,46.5,2
809,Faiyaz Dugal,98,39,42,70,1
810,Saira Bahl,93,80,45,86.5,0
811,Amani Bath,24,7,99,61.5,2
812,Saksham Kuruvilla,3,49,5,27,2
813,Mamooty Singhal,64,75,58,69.5,0
814,Dishani Wali,71,38,59,65,1
815,Zain Zacharia,36,97,30,66.5,2
816,Hansh Varkey,36,1,96,66,2
817,Alisha Shah,76,95,12,85.5,1
818,Nitya Dugar,36,66,0,51,2
819,Akarsh Batra,70,28,7,49,2
820,Rhea Manda,87,0,32,59.5,2
821,Kavya Koshy,3,83,19,51,2
822,Ivan Tata,83,15,53,68,1
823,Ela Arora,63,88,42,75.5,0
824,Ojas Varghese,24,35,14,29.5,3
825,Ojas Barman,2,80,26,53,2
826,Vedika Bajwa,86,3,55,70.5,1
827,Khushi Chaudhry,29,88,70,79,1
828,Renee Rao,43,68,66,67,0
829,Aarna Thaman,19,41,94,67.5,1
830,Saanvi Babu,20,45,99,72,1
831,Mannat Kothari,58,97,66,81.5,0
832,Indrans Deol,69,71,90,80.5,0
833,Jayan Malhotra,57,98,45,77.5,0
834,Vivaan Kanda,0,68,57,62.5,1
835,Kaira Ganesan,29,92,54,73,1
836,Divij Choudhary,70,5,4,37.5,2
837,Hansh Saran,16,50,98,74,1
838,Miraan Sidhu,20,28,0,24,3
839,Gatik Sarna,75,61,7,68,1
840,Kashvi Krishnamurthy,74,100,35,87,1
841,Ishita Sahota,77,92,98,95,0
842,Saira Dar,72,94,9,83,1
843,Nehmat Chaudhuri,72,30,85,78.5,1
844,Kavya Sha,35,28,16,31.5,3
845,Taran Amble,66,82,57,74,0
846,Umang Das,11,87,59,73,1
847,Arnav Viswanathan,84,77,47,80.5,0
848,Zaina Dasgupta,0,96,29,62.5,2
849,Tushar Dubey,49,62,97,79.5,0
850,Vedika Maharaj,64,12,93,78.5,1
851,Aarush Sami,21,79,67,73,1
852,Raunak Gulati,53,52,47,52.5,0
853,Alisha Ray,78,2,94,86,1
854,Priyansh Kota,94,5,89,91.5,1
855,Divit Sandhu,73,37,34,55,2
856,Nitara Lall,85,77,74,81,0
857,Anya Sodhi,39,45,88,66.5,1
858,Anaya Borah,7,49,12,30.5,2
859,Jayant Wadhwa,70,40,61,65.5,0
860,Jayant Manda,34,82,13,58,2
861,Tushar Bahri,44,76,63,69.5,0
862,Zeeshan Mand,25,18,79,52,2
863,Kimaya Bhargava,51,62,49,56.5,0
864,Anahi Gupta,27,75,10,51,2
865,Myra Seth,84,8,51,67.5,1
866,Dharmajan Kakar,61,73,92,82.5,0
867,Chirag Wali,100,61,84,92,0
868,Ela Walia,41,34,66,53.5,1
869,Vardaniya Ghose,52,36,31,44,2
870,Adah Atwal,87,14,17,52,2
871,Nishith Chaudry,98,44,67,82.5,0
872,Yasmin Sabharwal,82,58,97,89.5,0
873,Lagan Sule,92,47,29,69.5,1
874,Vihaan Saha,45,58,89,73.5,0
875,Farhan Vora,2,64,66,65,1
876,Raunak Hayer,54,5,57,55.5,1
877,Seher Hari,95,12,76,85.5,1
878,Jayesh Swamy,77,4,43,60,1
879,Nayantara Bhasin,57,87,79,83,0
880,Saanvi Dhingra,56,36,68,62,1
881,Divit Arya,40,6,62,51,1
882,Badal Badami,59,59,8,59,1
883,Ahana  Sachar,3,25,32,28.5,3
884,Ela Thakkar,64,82,93,87.5,0
885,Anvi Rajan,91,39,79,85,1
886,Vihaan Lalla,59,23,8,41,2
887,Miraya Kata,71,78,15,74.5,1
888,Jivika Chaudhuri,94,56,71,82.5,0
889,Devansh Kaul,31,84,9,57.5,2
890,Manjari Gara,80,43,39,61.5,1
891,Nitya Kari,90,55,57,73.5,0
892,Ritvik Varkey,72,31,20,51.5,2
893,Renee Borah,6,43,49,46,1
894,Sara Issac,56,15,87,71.5,1
895,Mannat Solanki,81,2,47,64,1
896,Sumer Swaminathan,48,60,7,54,1
897,Tiya Ben,55,78,33,66.5,1
898,Eva Batta,74,9,64,69,1
899,Piya Bal,28,77,17,52.5,2
900,Manikya Sawhney,24,25,62,43.5,2
901,Vivaan Sekhon,43,2,88,65.5,1
902,Ahana  Behl,48,10,37,42.5,2
903,Oorja Jhaveri,75,36,64,69.5,1
904,Nehmat Varghese,10,28,48,38,2
905,Gokul Rajagopal,69,36,87,78,1
906,Badal Grewal,52,46,28,49,1
907,Hazel Madan,7,66,91,78.5,1
908,Mishti Gala,22,82,76,79,1
909,Zara Grover,73,76,19,74.5,1
910,Kanav Mammen,84,70,15,77,1
911,Indrajit Vyas,36,41,26,38.5,2
912,Rhea Trivedi,31,39,0,35,3
913,Mohanlal Srivastava,87,34,81,84,1
914,Anya Kari,63,68,19,65.5,1
915,Azad Tiwari,78,93,66,85.5,0
916,Akarsh Chakrabarti,5,22,17,19.5,3
917,Jayant Butala,8,11,83,47,2
918,Shray Vala,0,84,31,57.5,2
919,Eva Manne,55,76,43,65.5,0
920,Lakshit Bhattacharyya,87,0,11,49,2
921,Tanya Rao,34,42,73,57.5,1
922,Zaina Sheth,0,55,85,70,1
923,Jivin Apte,4,19,92,55.5,2
924,Alia Krish,33,79,56,67.5,1
925,Tanya Sharaf,44,42,17,43,1
926,Lakshay Sharma,74,16,52,63,1
927,Dhanuk Warrior,36,34,70,53,2
928,Lakshay Bora,10,71,1,40.5,2
929,Mohanlal Sankar,63,75,85,80,0
930,Anika Varty,92,17,16,54.5,2
931,Hrishita Sahota,30,7,40,35,2
932,Stuvan Majumdar,55,38,25,46.5,2
933,Saksham Devan,72,97,93,95,0
934,Pranay Subramaniam,78,49,83,80.5,0
935,Ayesha Devi,4,96,71,83.5,1
936,Saksham Dugar,93,75,88,90.5,0
937,Dishani Gandhi,77,3,80,78.5,1
938,Biju Sachdev,46,97,25,71.5,1
939,Anya Buch,62,62,56,62,0
940,Hiran Jain,58,35,50,54,1
941,Dhanush Barad,29,30,66,48,2
942,Jivika Rastogi,0,33,76,54.5,2
943,Divyansh Mallick,33,96,86,91,1
944,Tara Shenoy,11,80,95,87.5,1
945,Kabir Buch,56,42,47,51.5,0
946,Mahika Saxena,10,9,5,9.5,3
947,Shaan Gokhale,89,56,29,72.5,1
948,Divyansh Borah,92,1,16,54,2
949,Mohanlal Bose,8,88,28,58,2
950,Aaryahi Din,4,37,55,46,2
951,Dhanuk Kalla,73,99,40,86,0
952,Adira Bera,42,77,60,68.5,0
953,Jivin Raval,96,22,19,59,2
954,Kabir Thakkar,40,31,12,35.5,2
955,Dhruv Choudhary,31,47,93,70,1
956,Nitya Ganesh,73,55,65,69,0
957,Reyansh Agate,53,57,33,55,1
958,Keya Bala,65,50,91,78,0
959,Shalv Bora,34,50,3,42,2
960,Kavya Dyal,87,98,2,92.5,1
961,Indrans Ganguly,91,42,97,94,0
962,Manikya Banik,22,64,50,57,1
963,Myra Mall,3,95,56,75.5,1
964,Nayantara Divan,34,49,55,52,1
965,Ishaan Mahal,17,33,28,30.5,3
966,Riaan Lanka,50,10,16,33,2
967,Inaaya  Lalla,80,46,96,88,0
968,Manikya Sane,30,25,3,27.5,3
969,Damini Jhaveri,18,45,64,54.5,1
970,Kiara Randhawa,54,34,65,59.5,1
971,Samar Dey,88,90,56,89,0
972,Samaira Dewan,25,52,30,41,2
973,Advik Batta,62,15,25,43.5,2
974,Romil Gokhale,96,89,98,97,0
975,Jayan Atwal,78,97,40,87.5,0
976,Tarini Hans,59,44,4,51.5,1
977,Sahil Tandon,34,15,98,66,2
978,Dhanuk Cheema,69,11,14,41.5,2
979,Tarini Viswanathan,79,9,31,55,2
980,Dharmajan Srinivas,0,11,20,15.5,3
981,Ahana  Seshadri,1,91,95,93,1
982,Devansh Solanki,84,83,44,83.5,0
983,Lavanya Rajagopalan,89,6,72,80.5,1
984,Abram Contractor,20,93,25,59,2
985,Miraan Tella,8,65,23,44,2
986,Kiara Sampath,20,12,69,44.5,2
987,Sahil Boase,33,45,15,39,2
988,Rati Gara,97,41,4,69,1
989,Anahita Mandal,66,66,35,66,1
990,Hunar Zachariah,4,4,58,31,2
991,Madhup Chakrabarti,3,84,31,57.5,2
992,Zeeshan Tripathi,33,22,10,27.5,3
993,Shray Gupta,29,51,31,41,2
994,Lagan Manda,88,9,45,66.5,1
995,Gokul Grover,41,82,29,61.5,1
996,Aarna Varma,38,64,65,64.5,1
997,Amira Dutt,99,46,0,72.5,1
998,Raunak Walia,56,74,57,65.5,0
999,Hazel Bhat,42,75,9,58.5,1
1000,Jiya Borde,38,70,47,58.5,1
