Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
632,Gokul Dayal,56,67,41,61.5,0
633,Jayant Varghese,34,6,81,57.5,2
634,Tiya Sehgal,11,88,37,62.5,2
635,Yasmin Bahri,100,96,67,98,0
636,Kavya Dugar,56,38,65,60.5,1
637,Aradhya Mall,71,14,29,50,2
638,Ishaan Chandran,42,86,56,71,0
639,Rohan Kar,38,18,74,56,2
640,Urvi Kar,58,1,17,37.5,2
641,Jivin Magar,81,100,76,90.5,0
642,Miraya De,56,74,54,65,0
643,Alia Rajagopalan,14,72,48,60,1
644,Yuvaan Ranganathan,72,7,39,55.5,2
645,Krish Koshy,99,37,2,68,2
646,Amira Sha,15,75,73,74,1
647,Mohanlal Mane,42,12,34,38,2
648,Nirvi Wali,29,80,34,57,2
649,Damini Rajagopalan,37,25,95,66,2
650,Aniruddh Sundaram,16,67,28,47.5,2
651,Taimur Saran,91,62,33,76.5,1
652,Hrishita Baral,47,56,64,60,0
653,Vedika Bath,70,1,67,68.5,1
654,Kismat Sahni,70,83,72,77.5,0
655,Shalv Desai,55,32,85,70,1
656,Kavya Gulati,67,62,22,64.5,1
657,Emir Atwal,11,31,23,27,3
658,Romil Kala,18,84,100,92,1
659,Lakshit Sahota,96,78,32,87,1
660,Elakshi Bajaj,53,81,3,67,1
661,Raunak Sandhu,46,35,6,40.5,2
662,Onkar Batra,52,88,9,70,1
663,Trisha Babu,67,24,7,45.5,2
664,Indrajit Sani,46,25,95,70.5,1
665,Vaibhav Chada,11,41,34,37.5,2
666,Arhaan Kapoor,30,7,45,37.5,2
667,Seher Wable,25,21,43,34,2
668,Anya Bhatt,73,92,48,82.5,0
669,Anvi Sankaran,84,85,47,84.5,0
670,Yakshit Dar,35,12,32,33.5,3
671,Mohanlal Samra,32,41,81,61,1
672,Romil Bhatti,81,43,77,79,0
673,Uthkarsh Sathe,36,43,9,39.5,2
674,Adah Andra,28,100,76,88,1
675,Biju Choudhury,18,37,55,46,2
676,Kanav Date,20,25,89,57,2
677,Darshit Dara,90,71,76,83,0
678,Hiran Bhat,33,95,45,70,1
679,Madhup Shankar,88,100,92,96,0
680,Rhea Raman,2,32,87,59.5,2
681,Farhan Mane,7,100,28,64,2
682,Bhamini Sha,77,25,89,83,1
683,Seher Jayaraman,76,55,18,65.5,1
684,Aarav Sridhar,61,22,47,54,1
685,Kismat Sunder,35,27,29,32,3
686,Yashvi Dey,91,24,60,75.5,1
687,Shayak Sarna,51,87,65,76,0
688,Himmat Dhar,13,24,86,55,2
689,Yasmin Bumb,4,63,86,74.5,1
690,Vedika Kakar,42,31,44,43,1
691,Aarush Bhavsar,39,22,6,30.5,3
692,Miraya Chawla,7,55,23,39,2
693,Himmat Das,47,2,68,57.5,1
694,Vardaniya Virk,50,45,92,71,0
695,Hrishita Golla,100,56,58,79,0
696,Saanvi Tripathi,92,73,71,82.5,0
697,Kabir Dora,78,86,37,82,1
698,Rania Gill,51,54,14,52.5,1
699,Nirvi Bawa,23,19,1,21,3
700,Vanya Kota,99,52,49,75.5,0
701,Taimur Basu,66,54,64,65,0
702,Navya Talwar,35,58,31,46.5,2
703,Biju Lad,21,33,77,55,2
704,Misha Chauhan,57,54,92,74.5,0
705,Siya Yadav,53,17,40,46.5,1
706,Eva Chaudhry,5,86,21,53.5,2
707,Purab Suresh,65,57,26,61,1
708,Anahita Dhingra,78,12,84,81,1
709,Anaya Sane,49,98,3,73.5,1
710,Pranay Biswas,95,40,25,67.5,1
711,Veer Anand,10,40,69,54.5,1
712,Trisha Balasubramanian,49,67,29,58,1
713,Kiaan Dhingra,97,41,70,83.5,0
714,Riya Krishna,28,82,82,82,1
715,Aaryahi Sharaf,87,28,93,90,1
716,Hrishita Chowdhury,12,37,95,66,2
717,Zoya Ahuja,74,42,76,75,0
718,Chirag Mani,81,20,15,50.5,2
719,Shayak Suresh,38,6,18,28,3
720,Seher Balasubramanian,84,11,90,87,1
721,Jivin Deo,62,66,90,78,0
722,Arhaan Tandon,98,59,74,86,0
723,Zara Iyengar,21,28,1,24.5,3
724,Vaibhav Mahajan,57,19,22,39.5,2
725,Alia Chana,10,47,85,66,1
726,Nitya Shere,76,62,85,80.5,0
727,Emir Mangal,10,75,3,42.5,2
728,Priyansh Devan,75,8,99,87,1
729,Raghav Choudhry,51,35,39,45,2
730,Alisha Sunder,21,23,22,22.5,3
731,Ranbir Taneja,49,74,59,66.5,0
732,Lavanya Sarraf,52,20,96,74,1
733,Charvi Barman,8,4,16,12,3
734,Akarsh Srinivas,14,79,47,63,1
735,Sumer Khalsa,48,65,91,78,0
736,Hridaan Kamdar,73,85,32,79,1
737,Manikya Vig,44,64,9,54,1
738,Uthkarsh Butala,33,43,59,51,1
739,Yuvraj  Ratta,13,71,56,63.5,1
740,Taimur Tiwari,21,2,83,52,2
741,Elakshi Suri,89,99,78,94,0
742,Vihaan Suresh,76,90,73,83,0
743,Hiran Shankar,81,72,54,76.5,0
744,Vardaniya Manda,57,95,10,76,1
745,Shamik Deo,56,55,76,66,0
746,Neelofar Suresh,73,34,87,80,1
747,Urvi Suri,37,33,30,35,3
748,Hunar Dave,63,70,83,76.5,0
749,Zara De,78,39,19,58.5,2
750,Azad Ray,67,30,28,48.5,2
751,Nitya Goel,91,76,32,83.5,1
752,Rhea Sibal,93,85,34,89,1
753,Mehul Venkatesh,36,51,97,74,1
754,Charvi Borra,53,6,44,48.5,1
755,Vardaniya Mander,98,24,9,61,2
756,Dishani Baria,62,19,51,56.5,1
757,Abram Gour,82,75,9,78.5,1
758,Prerak Vaidya,72,96,30,84,1
759,Sana Rama,42,22,19,32,2
760,Jayant Choudhry,89,23,8,56,2
761,Darshit Soman,49,92,35,70.5,1
762,Adira Tiwari,25,16,54,39.5,2
763,Anahi Jayaraman,64,63,49,63.5,0
764,Ojas Choudhury,74,25,50,62,1
765,Taimur Deol,48,44,96,72,0
766,Tanya Aurora,35,29,27,32,3
767,Tejas Choudhry,9,100,54,77,1
768,Hridaan Dugar,41,16,99,70,1
769,Aaina Choudhry,23,45,64,54.5,1
770,Damini Bains,70,26,90,80,1
771,Tanya Upadhyay,32,63,67,65,1
772,Madhup Vasa,49,9,49,49,1
773,Alisha Zacharia,63,58,60,61.5,0
774,Anya Acharya,92,88,32,90,1
775,Jivika Garg,5,2,35,20,3
776,Lakshit Johal,36,5,79,57.5,2
777,Prerak Bains,86,87,72,86.5,0
778,Mohanlal Saha,63,50,90,76.5,0
779,Aniruddh Sem,33,52,21,42.5,2
780,Kaira Banerjee,87,63,52,75,0
781,Amira Sawhney,92,33,95,93.5,1
782,Saksham Gola,35,84,40,62,1
783,Adah Lad,2,25,33,29,3
784,Hridaan Setty,44,2,51,47.5,1
785,Raghav Sarma,39,54,87,70.5,1
786,Faiyaz Barad,44,19,43,43.5,1
787,Hazel Sachdeva,10,29,86,57.5,2
788,Kaira Chandran,55,21,70,62.5,1
789,Jivika Edwin,97,52,59,78,0
790,Zain Acharya,98,58,55,78,0
791,Kimaya Ratti,51,94,86,90,0
792,Onkar Ravel,17,68,29,48.5,2
793,Hrishita Varty,77,44,83,80,0
794,Dishani Sankaran,6,85,52,68.5,1
795,Abram Edwin,77,35,10,56,2
796,Parinaaz Jayaraman,26,14,30,28,3
797,Alisha Baral,45,23,42,43.5,1
798,Vanya Garg,11,20,88,54,2
799,Saanvi Yohannan,54,9,87,70.5,1
800,Navya Suri,4,13,100,56.5,2
801,Elakshi Shah,55,83,0,69,1
802,Priyansh Gulati,82,41,7,61.5,1
803,Mishti Sengupta,44,50,55,52.5,0
804,Aaryahi Som,57,5,57,57,1
805,Divyansh Bajwa,35,66,8,50.5,2
806,Kartik Shah,54,27,16,40.5,2
807,Ishaan Shenoy,78,98,66,88,0
808,Dhanush Devan,1,77,14,45.5,2
809,Faiyaz Dugal,12,42,96,69,1
810,Saira Bahl,76,77,57,76.5,0
811,Amani Bath,52,8,55,53.5,1
812,Saksham Kuruvilla,69,44,22,56.5,1
813,Mamooty Singhal,30,34,23,32,3
814,Dishani Wali,85,74,71,79.5,0
815,Zain Zacharia,76,84,52,80,0
816,Hansh Varkey,70,21,48,59,1
817,Alisha Shah,50,50,9,50,1
818,Nitya Dugar,16,56,80,68,1
819,Akarsh Batra,34,63,86,74.5,1
820,Rhea Manda,9,11,77,44,2
821,Kavya Koshy,34,6,28,31,3
822,Ivan Tata,36,6,64,50,2
823,Ela Arora,46,37,19,41.5,2
824,Ojas Varghese,22,14,98,60,2
825,Ojas Barman,42,38,21,40,2
826,Vedika Bajwa,70,75,97,86,0
827,Khushi Chaudhry,80,83,92,87.5,0
828,Renee Rao,20,45,76,60.5,1
829,Aarna Thaman,4,71,13,42,2
830,Saanvi Babu,64,31,87,75.5,1
831,Mannat Kothari,41,56,76,66,0
832,Indrans Deol,48,1,27,37.5,2
833,Jayan Malhotra,48,22,32,40,2
834,Vivaan Kanda,65,57,51,61,0
835,Kaira Ganesan,58,37,7,47.5,2
836,Divij Choudhary,99,22,45,72,1
837,Hansh Saran,13,59,16,37.5,2
838,Miraan Sidhu,23,12,26,24.5,3
839,Gatik Sarna,68,97,43,82.5,0
840,Kashvi Krishnamurthy,19,74,28,51,2
841,Ishita Sahota,43,98,22,70.5,1
842,Saira Dar,35,24,23,29.5,3
843,Nehmat Chaudhuri,49,75,3,62,1
844,Kavya Sha,81,23,41,61,1
845,Taran Amble,77,58,21,67.5,1
846,Umang Das,94,43,40,68.5,0
847,Arnav Viswanathan,70,99,90,94.5,0
848,Zaina Dasgupta,68,65,43,66.5,0
849,Tushar Dubey,97,24,92,94.5,1
850,Vedika Maharaj,100,3,30,65,2
851,Aarush Sami,1,35,53,44,2
852,Raunak Gulati,15,38,22,30,3
853,Alisha Ray,40,82,39,61,1
854,Priyansh Kota,66,65,62,65.5,0
855,Divit Sandhu,22,42,68,55,1
856,Nitara Lall,36,54,66,60,1
857,Anya Sodhi,20,80,66,73,1
858,Anaya Borah,10,78,29,53.5,2
859,Jayant Wadhwa,31,84,42,63,1
860,Jayant Manda,71,3,71,71,1
861,Tushar Bahri,27,30,6,28.5,3
862,Zeeshan Mand,26,91,1,58.5,2
863,Kimaya Bhargava,56,39,69,62.5,1
864,Anahi Gupta,75,88,44,81.5,0
865,Myra Seth,26,27,88,57.5,2
866,Dharmajan Kakar,35,31,40,37.5,2
867,Chirag Wali,66,64,66,66,0
868,Ela Walia,95,82,15,88.5,1
869,Vardaniya Ghose,94,14,4,54,2
870,Adah Atwal,76,67,45,71.5,0
871,Nishith Chaudry,83,46,22,64.5,1
872,Yasmin Sabharwal,70,60,4,65,1
873,Lagan Sule,83,33,5,58,2
874,Vihaan Saha,48,43,76,62,0
875,Farhan Vora,65,75,15,70,1
876,Raunak Hayer,9,27,85,56,2
877,Seher Hari,5,47,19,33,2
878,Jayesh Swamy,30,59,44,51.5,1
879,Nayantara Bhasin,95,92,98,96.5,0
880,Saanvi Dhingra,60,24,63,61.5,1
881,Divit Arya,58,92,64,78,0
882,Badal Badami,76,28,4,52,2
883,Ahana  Sachar,21,2,91,56,2
884,Ela Thakkar,77,3,70,73.5,1
885,Anvi Rajan,25,1,11,18,3
886,Vihaan Lalla,44,85,34,64.5,1
887,Miraya Kata,48,94,20,71,1
888,Jivika Chaudhuri,47,45,18,46,1
889,Devansh Kaul,11,19,85,52,2
890,Manjari Gara,36,97,28,66.5,2
891,Nitya Kari,41,4,37,39,2
892,Ritvik Varkey,50,37,89,69.5,1
893,Renee Borah,98,71,43,84.5,0
894,Sara Issac,10,80,3,45,2
895,Mannat Solanki,41,80,34,60.5,1
896,Sumer Swaminathan,13,70,76,73,1
897,Tiya Ben,48,61,65,63,0
898,Eva Batta,63,28,31,47,2
899,Piya Bal,59,38,31,48.5,2
900,Manikya Sawhney,34,17,8,25.5,3
901,Vivaan Sekhon,1,76,9,42.5,2
902,Ahana  Behl,73,66,43,69.5,0
903,Oorja Jhaveri,68,8,91,79.5,1
904,Nehmat Varghese,31,9,67,49,2
905,Gokul Rajagopal,25,68,79,73.5,1
906,Badal Grewal,42,7,21,31.5,2
907,Hazel Madan,68,96,42,82,0
908,Mishti Gala,78,25,40,59,1
909,Zara Grover,28,75,45,60,1
910,Kanav Mammen,17,80,43,61.5,1
911,Indrajit Vyas,62,26,21,44,2
912,Rhea Trivedi,32,70,66,68,1
913,Mohanlal Srivastava,22,40,30,35,2
914,Anya Kari,26,55,36,45.5,2
915,Azad Tiwari,42,81,96,88.5,0
916,Akarsh Chakrabarti,59,97,92,94.5,0
917,Jayant Butala,86,20,38,62,2
918,Shray Vala,57,92,22,74.5,1
919,Eva Manne,15,87,11,51,2
920,Lakshit Bhattacharyya,32,67,50,58.5,1
921,Tanya Rao,58,95,25,76.5,1
922,Zaina Sheth,56,61,91,76,0
923,Jivin Apte,76,73,64,74.5,0
924,Alia Krish,81,89,60,85,0
925,Tanya Sharaf,7,35,99,67,2
926,Lakshay Sharma,61,36,49,55,1
927,Dhanuk Warrior,33,37,55,46,2
928,Lakshay Bora,6,91,70,80.5,1
929,Mohanlal Sankar,18,76,33,54.5,2
930,Anika Varty,24,61,95,78,1
931,Hrishita Sahota,8,97,80,88.5,1
932,Stuvan Majumdar,75,0,72,73.5,1
933,Saksham Devan,85,82,68,83.5,0
934,Pranay Subramaniam,53,48,18,50.5,1
935,Ayesha Devi,41,11,59,50,1
936,Saksham Dugar,36,80,85,82.5,1
937,Dishani Gandhi,66,74,13,70,1
938,Biju Sachdev,2,24,60,42,2
939,Anya Buch,72,60,17,66,1
940,Hiran Jain,74,77,34,75.5,1
941,Dhanush Barad,75,64,74,74.5,0
942,Jivika Rastogi,67,41,21,54,1
943,Divyansh Mallick,37,90,97,93.5,1
944,Tara Shenoy,5,97,13,55,2
945,Kabir Buch,50,39,66,58,1
946,Mahika Saxena,98,70,45,84,0
947,Shaan Gokhale,11,92,16,54,2
948,Divyansh Borah,56,35,46,51,1
949,Mohanlal Bose,93,11,69,81,1
950,Aaryahi Din,19,47,83,65,1
951,Dhanuk Kalla,86,8,62,74,1
952,Adira Bera,84,44,85,84.5,0
953,Jivin Raval,88,73,47,80.5,0
954,Kabir Thakkar,8,1,2,5,3
955,Dhruv Choudhary,12,88,3,50,2
956,Nitya Ganesh,80,8,11,45.5,2
957,Reyansh Agate,19,27,75,51,2
958,Keya Bala,77,54,48,65.5,0
959,Shalv Bora,6,41,43,42,1
960,Kavya Dyal,91,38,78,84.5,1
961,Indrans Ganguly,19,8,89,54,2
962,Manikya Banik,27,100,75,87.5,1
963,Myra Mall,45,73,10,59,1
964,Nayantara Divan,78,12,46,62,1
965,Ishaan Mahal,57,51,6,54,1
966,Riaan Lanka,37,56,95,75.5,1
967,Inaaya  Lalla,5,68,11,39.5,2
968,Manikya Sane,51,20,47,49,1
969,Damini Jhaveri,85,91,4,88,1
970,Kiara Randhawa,3,60,35,47.5,2
971,Samar Dey,76,10,82,79,1
972,Samaira Dewan,67,61,56,64,0
973,Advik Batta,30,100,76,88,1
974,Romil Gokhale,60,78,16,69,1
975,Jayan Atwal,92,99,84,95.5,0
976,Tarini Hans,88,17,31,59.5,2
977,Sahil Tandon,35,21,9,28,3
978,Dhanuk Cheema,52,29,89,70.5,1
979,Tarini Viswanathan,99,76,45,87.5,0
980,Dharmajan Srinivas,14,36,61,48.5,2
981,Ahana  Seshadri,22,45,9,33.5,2
982,Devansh Solanki,100,2,33,66.5,2
983,Lavanya Rajagopalan,70,62,36,66,1
984,Abram Contractor,1,67,71,69,1
985,Miraan Tella,95,45,21,70,1
986,Kiara Sampath,67,43,11,55,1
987,Sahil Boase,57,73,15,65,1
988,Rati Gara,88,5,49,68.5,1
989,Anahita Mandal,90,39,47,68.5,1
990,Hunar Zachariah,15,65,94,79.5,1
991,Madhup Chakrabarti,99,27,12,63,2
992,Zeeshan Tripathi,92,74,14,83,1
993,Shray Gupta,83,99,18,91,1
994,Lagan Manda,18,72,27,49.5,2
995,Gokul Grover,21,12,90,55.5,2
996,Aarna Varma,40,42,27,41,1
997,Amira Dutt,7,5,36,21.5,3
998,Raunak Walia,64,72,42,68,0
999,Hazel Bhat,9,77,82,79.5,1
1000,Jiya Borde,70,0,1,35.5,2
