Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
636,Kavya Dugar,26,24,99,62.5,2
637,Aradhya Mall,44,45,40,44.5,0
638,Ishaan Chandran,35,11,95,65,2
639,Rohan Kar,58,3,27,42.5,2
640,Urvi Kar,36,94,55,74.5,1
641,Jivin Magar,70,43,54,62,0
642,Miraya De,10,69,42,55.5,1
643,Alia Rajagopalan,71,29,72,71.5,1
644,Yuvaan Ranganathan,16,88,15,52,2
645,Krish Koshy,3,31,13,22,3
646,Amira Sha,74,24,66,70,1
647,Mohanlal Mane,83,59,5,71,1
648,Nirvi Wali,52,66,42,59,0
649,Damini Rajagopalan,5,85,25,55,2
650,Aniruddh Sundaram,23,54,33,43.5,2
651,Taimur Saran,67,83,67,75,0
652,Hrishita Baral,41,44,19,42.5,1
653,Vedika Bath,63,4,0,33.5,2
654,Kismat Sahni,88,42,89,88.5,0
655,Shalv Desai,88,48,73,80.5,0
656,Kavya Gulati,21,94,68,81,1
657,Emir Atwal,78,37,11,57.5,2
658,Romil Kala,56,92,81,86.5,0
659,Lakshit Sahota,70,58,58,64,0
660,Elakshi Bajaj,89,3,49,69,1
661,Raunak Sandhu,24,68,92,80,1
662,Onkar Batra,43,33,44,43.5,1
663,Trisha Babu,14,59,12,36.5,2
664,Indrajit Sani,4,37,36,36.5,3
665,Vaibhav Chada,84,84,35,84,1
666,Arhaan Kapoor,69,9,31,50,2
667,Seher Wable,46,82,20,64,1
668,Anya Bhatt,23,46,78,62,1
669,Anvi Sankaran,17,66,7,41.5,2
670,Yakshit Dar,0,5,64,34.5,2
671,Mohanlal Samra,66,48,3,57,1
672,Romil Bhatti,32,85,76,80.5,1
673,Uthkarsh Sathe,47,35,60,53.5,1
674,Adah Andra,16,9,18,17,3
675,Biju Choudhury,38,50,40,45,1
676,Kanav Date,63,17,26,44.5,2
677,Darshit Dara,79,38,84,81.5,1
678,Hiran Bhat,24,69,0,46.5,2
679,Madhup Shankar,36,33,38,37,3
680,Rhea Raman,72,86,28,79,1
681,Farhan Mane,74,3,53,63.5,1
682,Bhamini Sha,30,76,53,64.5,1
683,Seher Jayaraman,54,88,6,71,1
684,Aarav Sridhar,49,73,30,61,1
685,Kismat Sunder,58,80,30,69,1
686,Yashvi Dey,45,30,24,37.5,2
687,Shayak Sarna,73,19,4,46,2
688,Himmat Dhar,95,30,5,62.5,2
689,Yasmin Bumb,49,46,88,68.5,0
690,Vedika Kakar,35,1,72,53.5,2
691,Aarush Bhavsar,45,59,15,52,1
692,Miraya Chawla,60,10,7,35,2
693,Himmat Das,7,92,0,49.5,2
694,Vardaniya Virk,49,99,52,75.5,0
695,Hrishita Golla,31,66,76,71,1
696,Saanvi Tripathi,16,55,30,42.5,2
697,Kabir Dora,35,64,14,49.5,2
698,Rania Gill,92,98,36,95,1
699,Nirvi Bawa,46,100,3,73,1
700,Vanya Kota,26,94,47,70.5,1
701,Taimur Basu,0,59,76,67.5,1
702,Navya Talwar,78,5,48,63,1
703,Biju Lad,4,49,44,46.5,1
704,Misha Chauhan,81,36,47,64,1
705,Siya Yadav,36,77,53,65,1
706,Eva Chaudhry,38,12,30,34,3
707,Purab Suresh,33,11,86,59.5,2
708,Anahita Dhingra,67,92,36,79.5,1
709,Anaya Sane,15,72,54,63,1
710,Pranay Biswas,52,49,74,63,0
711,Veer Anand,9,44,80,62,1
712,Trisha Balasubramanian,57,28,65,61,1
713,Kiaan Dhingra,26,53,86,69.5,1
714,Riya Krishna,4,4,92,48,2
715,Aaryahi Sharaf,100,17,94,97,1
716,Hrishita Chowdhury,43,87,61,74,0
717,Zoya Ahuja,77,18,84,80.5,1
718,Chirag Mani,48,80,61,70.5,0
719,Shayak Suresh,36,88,64,76,1
720,Seher Balasubramanian,7,25,93,59,2
721,Jivin Deo,46,70,56,63,0
722,Arhaan Tandon,8,60,25,42.5,2
723,Zara Iyengar,40,39,75,57.5,1
724,Vaibhav Mahajan,4,31,72,51.5,2
725,Alia Chana,52,13,51,51.5,1
726,Nitya Shere,70,64,80,75,0
727,Emir Mangal,6,13,15,14,3
728,Priyansh Devan,34,71,6,52.5,2
729,Raghav Choudhry,28,88,52,70,1
730,Alisha Sunder,96,80,15,88,1
731,Ranbir Taneja,49,90,14,69.5,1
732,Lavanya Sarraf,89,76,99,94,0
733,Charvi Barman,71,40,75,73,0
734,Akarsh Srinivas,47,15,2,31,2
735,Sumer Khalsa,77,78,81,79.5,0
736,Hridaan Kamdar,81,95,30,88,1
737,Manikya Vig,53,92,86,89,0
738,Uthkarsh Butala,17,28,88,58,2
739,Yuvraj  Ratta,39,94,35,66.5,2
740,Taimur Tiwari,27,26,30,28.5,3
741,Elakshi Suri,24,42,3,33,2
742,Vihaan Suresh,35,41,21,38,2
743,Hiran Shankar,41,44,98,71,0
744,Vardaniya Manda,82,18,87,84.5,1
745,Shamik Deo,11,16,72,44,2
746,Neelofar Suresh,61,67,14,64,1
747,Urvi Suri,11,100,79,89.5,1
748,Hunar Dave,93,66,75,84,0
749,Zara De,23,92,78,85,1
750,Azad Ray,71,45,83,77,0
751,Nitya Goel,71,63,80,75.5,0
752,Rhea Sibal,54,43,74,64,0
753,Mehul Venkatesh,88,53,81,84.5,0
754,Charvi Borra,25,99,26,62.5,2
755,Vardaniya Mander,53,10,80,66.5,1
756,Dishani Baria,65,14,35,50,2
757,Abram Gour,69,86,47,77.5,0
758,Prerak Vaidya,46,28,40,43,1
759,Sana Rama,78,82,73,80,0
760,Jayant Choudhry,66,36,68,67,1
761,Darshit Soman,63,17,43,53,1
762,Adira Tiwari,78,95,63,86.5,0
763,Anahi Jayaraman,45,87,27,66,1
764,Ojas Choudhury,29,76,8,52.5,2
765,Taimur Deol,94,69,40,81.5,0
766,Tanya Aurora,51,83,12,67,1
767,Tejas Choudhry,17,44,19,31.5,2
768,Hridaan Dugar,2,92,33,62.5,2
769,Aaina Choudhry,33,80,99,89.5,1
770,Damini Bains,60,27,4,43.5,2
771,Tanya Upadhyay,28,87,74,80.5,1
772,Madhup Vasa,89,40,99,94,0
773,Alisha Zacharia,16,6,64,40,2
774,Anya Acharya,89,32,69,79,1
775,Jivika Garg,44,93,78,85.5,0
776,Lakshit Johal,27,79,61,70,1
777,Prerak Bains,89,51,83,86,0
778,Mohanlal Saha,78,23,30,54,2
779,Aniruddh Sem,94,0,11,52.5,2
780,Kaira Banerjee,39,16,5,27.5,3
781,Amira Sawhney,15,30,44,37,2
782,Saksham Gola,15,49,90,69.5,1
783,Adah Lad,74,31,82,78,1
784,Hridaan Setty,79,31,99,89,1
785,Raghav Sarma,73,0,26,49.5,2
786,Faiyaz Barad,43,32,7,37.5,2
787,Hazel Sachdeva,86,89,8,87.5,1
788,Kaira Chandran,74,11,81,77.5,1
789,Jivika Edwin,26,85,30,57.5,2
790,Zain Acharya,41,81,74,77.5,0
791,Kimaya Ratti,69,13,71,70,1
792,Onkar Ravel,88,29,65,76.5,1
793,Hrishita Varty,41,64,83,73.5,0
794,Dishani Sankaran,39,89,13,64,2
795,Abram Edwin,30,31,39,35,3
796,Parinaaz Jayaraman,63,40,63,63,0
797,Alisha Baral,41,48,91,69.5,0
798,Vanya Garg,58,4,12,35,2
799,Saanvi Yohannan,17,53,52,52.5,1
800,Navya Suri,95,24,74,84.5,1
801,Elakshi Shah,16,52,21,36.5,2
802,Priyansh Gulati,27,64,66,65,1
803,Mishti Sengupta,85,5,98,91.5,1
804,Aaryahi Som,24,32,99,65.5,2
805,Divyansh Bajwa,31,83,2,57,2
806,Kartik Shah,28,2,93,60.5,2
807,Ishaan Shenoy,81,74,1,77.5,1
808,Dhanush Devan,56,92,46,74,0
809,Faiyaz Dugal,72,53,33,62.5,1
810,Saira Bahl,1,97,44,70.5,1
811,Amani Bath,59,55,28,57,1
812,Saksham Kuruvilla,9,63,31,47,2
813,Mamooty Singhal,27,92,49,70.5,1
814,Dishani Wali,1,24,41,32.5,2
815,Zain Zacharia,42,64,17,53,1
816,Hansh Varkey,52,77,96,86.5,0
817,Alisha Shah,10,92,89,90.5,1
818,Nitya Dugar,88,38,98,93,1
819,Akarsh Batra,87,43,90,88.5,0
820,Rhea Manda,23,82,18,52.5,2
821,Kavya Koshy,14,91,20,55.5,2
822,Ivan Tata,60,24,55,57.5,1
823,Ela Arora,37,31,93,65,2
824,Ojas Varghese,44,12,94,69,1
825,Ojas Barman,4,52,37,44.5,2
826,Vedika Bajwa,54,24,3,39,2
827,Khushi Chaudhry,100,4,79,89.5,1
828,Renee Rao,24,12,24,24,3
829,Aarna Thaman,3,94,62,78,1
830,Saanvi Babu,85,100,80,92.5,0
831,Mannat Kothari,60,20,86,73,1
832,Indrans Deol,13,100,77,88.5,1
833,Jayan Malhotra,17,78,0,47.5,2
834,Vivaan Kanda,0,22,9,15.5,3
835,Kaira Ganesan,50,32,85,67.5,1
836,Divij Choudhary,65,66,97,81.5,0
837,Hansh Saran,34,40,27,37,2
838,Miraan Sidhu,0,27,85,56,2
839,Gatik Sarna,12,3,100,56,2
840,Kashvi Krishnamurthy,40,7,76,58,1
841,Ishita Sahota,38,65,21,51.5,2
842,Saira Dar,35,98,71,84.5,1
843,Nehmat Chaudhuri,38,92,54,73,1
844,Kavya Sha,78,39,0,58.5,2
845,Taran Amble,74,54,96,85,0
846,Umang Das,70,70,80,75,0
847,Arnav Viswanathan,53,83,62,72.5,0
848,Zaina Dasgupta,98,25,76,87,1
849,Tushar Dubey,8,63,37,50,2
850,Vedika Maharaj,70,17,97,83.5,1
851,Aarush Sami,58,10,97,77.5,1
852,Raunak Gulati,13,30,3,21.5,3
853,Alisha Ray,64,38,28,51,2
854,Priyansh Kota,93,33,8,63,2
855,Divit Sandhu,58,73,70,71.5,0
856,Nitara Lall,71,77,60,74,0
857,Anya Sodhi,45,20,40,42.5,1
858,Anaya Borah,81,28,48,64.5,1
859,Jayant Wadhwa,88,74,15,81,1
860,Jayant Manda,36,73,20,54.5,2
861,Tushar Bahri,26,72,22,49,2
862,Zeeshan Mand,37,29,51,44,2
863,Kimaya Bhargava,48,87,26,67.5,1
864,Anahi Gupta,61,2,52,56.5,1
865,Myra Seth,73,71,77,75,0
866,Dharmajan Kakar,80,76,2,78,1
867,Chirag Wali,76,28,73,74.5,1
868,Ela Walia,47,36,95,71,1
869,Vardaniya Ghose,93,30,10,61.5,2
870,Adah Atwal,95,47,9,71,1
871,Nishith Chaudry,57,27,77,67,1
872,Yasmin Sabharwal,71,55,39,63,1
873,Lagan Sule,27,29,14,28,3
874,Vihaan Saha,2,89,15,52,2
875,Farhan Vora,34,21,47,40.5,2
876,Raunak Hayer,96,28,45,70.5,1
877,Seher Hari,39,18,64,51.5,2
878,Jayesh Swamy,24,49,80,64.5,1
879,Nayantara Bhasin,40,76,77,76.5,0
880,Saanvi Dhingra,70,100,83,91.5,0
881,Divit Arya,31,29,13,30,3
882,Badal Badami,74,35,65,69.5,1
883,Ahana  Sachar,51,65,69,67,0
884,Ela Thakkar,18,23,86,54.5,2
885,Anvi Rajan,65,97,83,90,0
886,Vihaan Lalla,0,78,9,43.5,2
887,Miraya Kata,44,87,29,65.5,1
888,Jivika Chaudhuri,38,69,100,84.5,1
889,Devansh Kaul,5,30,69,49.5,2
890,Manjari Gara,25,1,76,50.5,2
891,Nitya Kari,14,87,28,57.5,2
892,Ritvik Varkey,34,95,85,90,1
893,Renee Borah,3,45,17,31,2
894,Sara Issac,44,49,66,57.5,0
895,Mannat Solanki,76,33,1,54.5,2
896,Sumer Swaminathan,85,34,61,73,1
897,Tiya Ben,97,36,7,66.5,2
898,Eva Batta,61,99,57,80,0
899,Piya Bal,55,42,6,48.5,1
900,Manikya Sawhney,23,89,78,83.5,1
901,Vivaan Sekhon,30,29,62,46,2
902,Ahana  Behl,98,86,73,92,0
903,Oorja Jhaveri,4,95,35,65,2
904,Nehmat Varghese,99,33,78,88.5,1
905,Gokul Rajagopal,18,50,17,34,2
906,Badal Grewal,78,31,94,86,1
907,Hazel Madan,22,97,55,76,1
908,Mishti Gala,82,4,74,78,1
909,Zara Grover,95,52,29,73.5,1
910,Kanav Mammen,98,94,83,96,0
911,Indrajit Vyas,66,80,8,73,1
912,Rhea Trivedi,71,28,19,49.5,2
913,Mohanlal Srivastava,88,23,7,55.5,2
914,Anya Kari,49,88,6,68.5,1
915,Azad Tiwari,12,4,89,50.5,2
916,Akarsh Chakrabarti,37,76,45,60.5,1
917,Jayant Butala,29,98,55,76.5,1
918,Shray Vala,57,84,16,70.5,1
919,Eva Manne,52,30,83,67.5,1
920,Lakshit Bhattacharyya,53,16,4,34.5,2
921,Tanya Rao,28,94,22,61,2
922,Zaina Sheth,79,5,67,73,1
923,Jivin Apte,12,19,24,21.5,3
924,Alia Krish,92,45,38,68.5,1
925,Tanya Sharaf,38,59,6,48.5,2
926,Lakshay Sharma,67,33,76,71.5,1
927,Dhanuk Warrior,10,2,34,22,3
928,Lakshay Bora,40,28,12,34,2
929,Mohanlal Sankar,35,59,47,53,1
930,Anika Varty,52,62,67,64.5,0
931,Hrishita Sahota,83,64,88,85.5,0
932,Stuvan Majumdar,6,78,74,76,1
933,Saksham Devan,57,36,48,52.5,1
934,Pranay Subramaniam,6,98,28,63,2
935,Ayesha Devi,4,52,42,47,1
936,Saksham Dugar,41,10,10,25.5,2
937,Dishani Gandhi,85,1,34,59.5,2
938,Biju Sachdev,7,24,49,36.5,2
939,Anya Buch,60,41,27,50.5,1
940,Hiran Jain,95,70,16,82.5,1
941,Dhanush Barad,86,21,16,53.5,2
942,Jivika Rastogi,46,8,62,54,1
943,Divyansh Mallick,43,35,36,39.5,2
944,Tara Shenoy,57,78,26,67.5,1
945,Kabir Buch,90,42,39,66,1
946,Mahika Saxena,79,92,41,85.5,0
947,Shaan Gokhale,97,69,49,83,0
948,Divyansh Borah,74,52,98,86,0
949,Mohanlal Bose,24,59,64,61.5,1
950,Aaryahi Din,34,59,55,57,1
951,Dhanuk Kalla,96,24,19,60,2
952,Adira Bera,86,93,53,89.5,0
953,Jivin Raval,99,28,19,63.5,2
954,Kabir Thakkar,43,98,20,70.5,1
955,Dhruv Choudhary,15,46,87,66.5,1
956,Nitya Ganesh,76,93,6,84.5,1
957,Reyansh Agate,58,58,2,58,1
958,Keya Bala,75,62,29,68.5,1
959,Shalv Bora,77,93,27,85,1
960,Kavya Dyal,80,86,76,83,0
961,Indrans Ganguly,66,77,0,71.5,1
962,Manikya Banik,15,85,35,60,2
963,Myra Mall,78,65,77,77.5,0
964,Nayantara Divan,29,34,11,31.5,3
965,Ishaan Mahal,20,37,55,46,2
966,Riaan Lanka,52,59,32,55.5,1
967,Inaaya  Lalla,16,85,36,60.5,2
968,Manikya Sane,31,37,1,34,3
969,Damini Jhaveri,37,2,53,45,2
970,Kiara Randhawa,54,93,74,83.5,0
971,Samar Dey,86,74,3,80,1
972,Samaira Dewan,90,25,0,57.5,2
973,Advik Batta,13,32,94,63,2
974,Romil Gokhale,60,0,89,74.5,1
975,Jayan Atwal,44,19,12,31.5,2
976,Tarini Hans,91,48,19,69.5,1
977,Sahil Tandon,45,38,21,41.5,2
978,Dhanuk Cheema,25,63,59,61,1
979,Tarini Viswanathan,11,41,36,38.5,2
980,Dharmajan Srinivas,84,87,75,85.5,0
981,Ahana  Seshadri,94,8,3,51,2
982,Devansh Solanki,94,33,95,94.5,1
983,Lavanya Rajagopalan,35,58,49,53.5,1
984,Abram Contractor,61,72,5,66.5,1
985,Miraan Tella,11,4,87,49,2
986,Kiara Sampath,66,40,10,53,1
987,Sahil Boase,97,4,99,98,1
988,Rati Gara,6,96,32,64,2
989,Anahita Mandal,81,98,85,91.5,0
990,Hunar Zachariah,94,21,19,57.5,2
991,Madhup Chakrabarti,81,21,19,51,2
992,Zeeshan Tripathi,16,55,41,48,1
993,Shray Gupta,82,78,74,80,0
994,Lagan Manda,40,96,54,75,0
995,Gokul Grover,7,63,79,71,1
996,Aarna Varma,75,91,72,83,0
997,Amira Dutt,70,72,77,74.5,0
998,Raunak Walia,92,68,9,80,1
999,Hazel Bhat,44,4,81,62.5,1
1000,Jiya Borde,10,4,46,28,2
