Roll_no,Name,MST1,MST2,MST3,Best of 2,No. of Failed Attempts
630,Tanya Sibal,22,27,12,24.5,3
631,Yuvaan Kara,25,20,28,26.5,3
632,Gokul Dayal,96,86,83,91,0
633,Jayant Varghese,73,85,52,79,0
634,Tiya Sehgal,34,5,11,22.5,3
635,Yasmin Bahri,10,79,63,71,1
636,Kavya Dugar,59,56,62,60.5,0
637,Aradhya Mall,33,50,20,41.5,2
638,Ishaan Chandran,54,91,76,83.5,0
639,Rohan Kar,76,7,57,66.5,1
640,Urvi Kar,24,94,26,60,2
641,Jivin Magar,53,26,64,58.5,1
642,Miraya De,92,37,11,64.5,2
643,Alia Rajagopalan,78,24,62,70,1
644,Yuvaan Ranganathan,12,0,22,17,3
645,Krish Koshy,47,2,24,35.5,2
646,Amira Sha,58,16,70,64,1
647,Mohanlal Mane,7,26,11,18.5,3
648,Nirvi Wali,48,94,84,89,0
649,Damini Rajagopalan,28,68,14,48,2
650,Aniruddh Sundaram,63,100,28,81.5,1
651,Taimur Saran,49,86,15,67.5,1
652,Hrishita Baral,6,21,0,13.5,3
653,Vedika Bath,38,62,35,50,2
654,Kismat Sahni,13,13,95,54,2
655,Shalv Desai,92,80,0,86,1
656,Kavya Gulati,29,96,61,78.5,1
657,Emir Atwal,45,77,52,64.5,0
658,Romil Kala,60,99,5,79.5,1
659,Lakshit Sahota,86,22,56,71,1
660,Elakshi Bajaj,57,13,14,35.5,2
661,Raunak Sandhu,36,18,26,31,3
662,Onkar Batra,2,0,81,41.5,2
663,Trisha Babu,6,47,38,42.5,2
664,Indrajit Sani,29,18,49,39,2
665,Vaibhav Chada,48,36,61,54.5,1
666,Arhaan Kapoor,72,67,75,73.5,0
667,Seher Wable,13,12,27,20,3
668,Anya Bhatt,64,21,75,69.5,1
669,Anvi Sankaran,87,36,24,61.5,2
670,Yakshit Dar,93,47,36,70,1
671,Mohanlal Samra,76,29,84,80,1
672,Romil Bhatti,65,56,7,60.5,1
673,Uthkarsh Sathe,86,50,96,91,0
674,Adah Andra,60,86,11,73,1
675,Biju Choudhury,33,48,58,53,1
676,Kanav Date,15,81,12,48,2
677,Darshit Dara,46,62,23,54,1
678,Hiran Bhat,53,73,39,63,1
679,Madhup Shankar,35,68,46,57,1
680,Rhea Raman,18,12,75,46.5,2
681,Farhan Mane,55,15,32,43.5,2
682,Bhamini Sha,71,65,35,68,1
683,Seher Jayaraman,36,31,23,33.5,3
684,Aarav Sridhar,76,88,30,82,1
685,Kismat Sunder,15,24,19,21.5,3
686,Yashvi Dey,91,7,34,62.5,2
687,Shayak Sarna,60,65,96,80.5,0
688,Himmat Dhar,71,34,18,52.5,2
689,Yasmin Bumb,62,35,39,50.5,2
690,Vedika Kakar,20,26,10,23,3
691,Aarush Bhavsar,53,50,62,57.5,0
692,Miraya Chawla,38,70,37,54,2
693,Himmat Das,91,41,62,76.5,0
694,Vardaniya Virk,46,68,50,59,0
695,Hrishita Golla,21,45,56,50.5,1
696,Saanvi Tripathi,83,44,68,75.5,0
697,Kabir Dora,60,50,13,55,1
698,Rania Gill,10,44,26,35,2
699,Nirvi Bawa,30,14,43,36.5,2
700,Vanya Kota,88,34,0,61,2
701,Taimur Basu,27,57,10,42,2
702,Navya Talwar,66,100,52,83,0
703,Biju Lad,72,35,66,69,1
704,Misha Chauhan,41,23,60,50.5,1
705,Siya Yadav,33,32,28,32.5,3
706,Eva Chaudhry,54,26,36,45,2
707,Purab Suresh,10,33,97,65,2
708,Anahita Dhingra,65,42,92,78.5,0
709,Anaya Sane,41,12,60,50.5,1
710,Pranay Biswas,73,1,5,39,2
711,Veer Anand,5,15,14,14.5,3
712,Trisha Balasubramanian,40,16,1,28,2
713,Kiaan Dhingra,66,36,28,51,2
714,Riya Krishna,54,83,66,74.5,0
715,Aaryahi Sharaf,39,22,7,30.5,3
716,Hrishita Chowdhury,96,18,81,88.5,1
717,Zoya Ahuja,32,93,61,77,1
718,Chirag Mani,12,51,55,53,1
719,Shayak Suresh,24,73,15,48.5,2
720,Seher Balasubramanian,38,70,8,54,2
721,Jivin Deo,48,3,62,55,1
722,Arhaan Tandon,26,71,64,67.5,1
723,Zara Iyengar,48,7,9,28.5,2
724,Vaibhav Mahajan,26,90,51,70.5,1
725,Alia Chana,35,54,63,58.5,1
726,Nitya Shere,54,30,39,46.5,2
727,Emir Mangal,17,33,43,38,2
728,Priyansh Devan,10,53,58,55.5,1
729,Raghav Choudhry,80,4,100,90,1
730,Alisha Sunder,13,43,28,35.5,2
731,Ranbir Taneja,64,38,80,72,1
732,Lavanya Sarraf,99,28,13,63.5,2
733,Charvi Barman,50,72,11,61,1
734,Akarsh Srinivas,83,97,15,90,1
735,Sumer Khalsa,38,91,68,79.5,1
736,Hridaan Kamdar,28,45,99,72,1
737,Manikya Vig,25,8,95,60,2
738,Uthkarsh Butala,8,68,8,38,2
739,Yuvraj  Ratta,47,82,50,66,0
740,Taimur Tiwari,5,100,94,97,1
741,Elakshi Suri,31,25,40,35.5,2
742,Vihaan Suresh,84,31,83,83.5,1
743,Hiran Shankar,96,27,69,82.5,1
744,Vardaniya Manda,41,28,99,70,1
745,Shamik Deo,58,0,99,78.5,1
746,Neelofar Suresh,42,65,43,54,0
747,Urvi Suri,73,3,52,62.5,1
748,Hunar Dave,50,78,80,79,0
749,Zara De,76,36,39,57.5,2
750,Azad Ray,53,44,91,72,0
751,Nitya Goel,43,47,90,68.5,0
752,Rhea Sibal,51,21,49,50,1
753,Mehul Venkatesh,88,80,16,84,1
754,Charvi Borra,47,55,32,51,1
755,Vardaniya Mander,60,27,66,63,1
756,Dishani Baria,48,9,80,64,1
757,Abram Gour,56,36,53,54.5,1
758,Prerak Vaidya,40,63,74,68.5,0
759,Sana Rama,91,5,50,70.5,1
760,Jayant Choudhry,1,86,16,51,2
761,Darshit Soman,77,24,60,68.5,1
762,Adira Tiwari,78,70,14,74,1
763,Anahi Jayaraman,51,33,98,74.5,1
764,Ojas Choudhury,94,24,99,96.5,1
765,Taimur Deol,23,54,100,77,1
766,Tanya Aurora,87,85,41,86,0
767,Tejas Choudhry,86,99,42,92.5,0
768,Hridaan Dugar,99,12,79,89,1
769,Aaina Choudhry,47,35,19,41,2
770,Damini Bains,32,4,56,44,2
771,Tanya Upadhyay,31,9,77,54,2
772,Madhup Vasa,72,58,15,65,1
773,Alisha Zacharia,83,91,91,91,0
774,Anya Acharya,25,32,11,28.5,3
775,Jivika Garg,48,20,45,46.5,1
776,Lakshit Johal,93,0,49,71,1
777,Prerak Bains,31,61,62,61.5,1
778,Mohanlal Saha,45,4,95,70,1
779,Aniruddh Sem,83,1,79,81,1
780,Kaira Banerjee,62,60,94,78,0
781,Amira Sawhney,74,55,8,64.5,1
782,Saksham Gola,98,60,99,98.5,0
783,Adah Lad,51,24,73,62,1
784,Hridaan Setty,93,54,1,73.5,1
785,Raghav Sarma,65,39,43,54,1
786,Faiyaz Barad,11,81,13,47,2
787,Hazel Sachdeva,70,60,11,65,1
788,Kaira Chandran,16,27,34,30.5,3
789,Jivika Edwin,81,87,94,90.5,0
790,Zain Acharya,3,87,24,55.5,2
791,Kimaya Ratti,19,1,65,42,2
792,Onkar Ravel,12,13,23,18,3
793,Hrishita Varty,72,96,58,84,0
794,Dishani Sankaran,40,31,17,35.5,2
795,Abram Edwin,85,11,66,75.5,1
796,Parinaaz Jayaraman,82,87,45,84.5,0
797,Alisha Baral,26,22,77,51.5,2
798,Vanya Garg,68,87,8,77.5,1
799,Saanvi Yohannan,29,55,93,74,1
800,Navya Suri,40,52,93,72.5,0
801,Elakshi Shah,1,3,29,16,3
802,Priyansh Gulati,84,2,55,69.5,1
803,Mishti Sengupta,73,21,23,48,2
804,Aaryahi Som,14,14,44,29,2
805,Divyansh Bajwa,77,95,88,91.5,0
806,Kartik Shah,11,52,87,69.5,1
807,Ishaan Shenoy,5,49,76,62.5,1
808,Dhanush Devan,50,90,36,70,1
809,Faiyaz Dugal,4,24,50,37,2
810,Saira Bahl,29,48,92,70,1
811,Amani Bath,87,30,89,88,1
812,Saksham Kuruvilla,73,17,91,82,1
813,Mamooty Singhal,52,25,65,58.5,1
814,Dishani Wali,5,17,44,30.5,2
815,Zain Zacharia,15,15,100,57.5,2
816,Hansh Varkey,66,86,84,85,0
817,Alisha Shah,40,61,80,70.5,0
818,Nitya Dugar,1,86,23,54.5,2
819,Akarsh Batra,48,91,0,69.5,1
820,Rhea Manda,61,18,39,50,2
821,Kavya Koshy,8,21,19,20,3
822,Ivan Tata,44,19,13,31.5,2
823,Ela Arora,77,74,12,75.5,1
824,Ojas Varghese,22,85,42,63.5,1
825,Ojas Barman,41,16,92,66.5,1
826,Vedika Bajwa,14,50,51,50.5,1
827,Khushi Chaudhry,47,98,61,79.5,0
828,Renee Rao,73,52,37,62.5,1
829,Aarna Thaman,35,29,30,32.5,3
830,Saanvi Babu,69,25,4,47,2
831,Mannat Kothari,3,49,93,71,1
832,Indrans Deol,40,11,0,25.5,2
833,Jayan Malhotra,71,20,87,79,1
834,Vivaan Kanda,46,28,55,50.5,1
835,Kaira Ganesan,0,32,74,53,2
836,Divij Choudhary,74,55,12,64.5,1
837,Hansh Saran,29,48,57,52.5,1
838,Miraan Sidhu,77,100,76,88.5,0
839,Gatik Sarna,37,46,71,58.5,1
840,Kashvi Krishnamurthy,37,63,68,65.5,1
841,Ishita Sahota,62,41,15,51.5,1
842,Saira Dar,35,99,25,67,2
843,Nehmat Chaudhuri,40,5,80,60,1
844,Kavya Sha,11,14,24,19,3
845,Taran Amble,30,50,50,50,1
846,Umang Das,37,41,73,57,1
847,Arnav Viswanathan,49,25,69,59,1
848,Zaina Dasgupta,71,23,30,50.5,2
849,Tushar Dubey,11,96,69,82.5,1
850,Vedika Maharaj,85,63,82,83.5,0
851,Aarush Sami,81,37,95,88,1
852,Raunak Gulati,56,78,40,67,0
853,Alisha Ray,18,10,38,28,3
854,Priyansh Kota,2,76,80,78,1
855,Divit Sandhu,61,75,11,68,1
856,Nitara Lall,1,91,22,56.5,2
857,Anya Sodhi,26,7,91,58.5,2
858,Anaya Borah,22,20,45,33.5,2
859,Jayant Wadhwa,44,38,26,41,2
860,Jayant Manda,66,83,32,74.5,1
861,Tushar Bahri,51,54,18,52.5,1
862,Zeeshan Mand,15,94,18,56,2
863,Kimaya Bhargava,82,94,59,88,0
864,Anahi Gupta,60,32,87,73.5,1
865,Myra Seth,5,50,45,47.5,1
866,Dharmajan Kakar,64,82,71,76.5,0
867,Chirag Wali,83,46,14,64.5,1
868,Ela Walia,3,95,60,77.5,1
869,Vardaniya Ghose,64,25,11,44.5,2
870,Adah Atwal,16,82,55,68.5,1
871,Nishith Chaudry,10,3,56,33,2
872,Yasmin Sabharwal,21,85,61,73,1
873,Lagan Sule,19,25,10,22,3
874,Vihaan Saha,70,75,55,72.5,0
875,Farhan Vora,82,3,99,90.5,1
876,Raunak Hayer,27,80,37,58.5,2
877,Seher Hari,87,22,56,71.5,1
878,Jayesh Swamy,38,93,51,72,1
879,Nayantara Bhasin,6,91,42,66.5,1
880,Saanvi Dhingra,1,50,92,71,1
881,Divit Arya,23,63,97,80,1
882,Badal Badami,73,52,16,62.5,1
883,Ahana  Sachar,82,34,42,62,1
884,Ela Thakkar,95,43,96,95.5,0
885,Anvi Rajan,26,78,28,53,2
886,Vihaan Lalla,24,71,93,82,1
887,Miraya Kata,3,34,78,56,2
888,Jivika Chaudhuri,38,27,39,38.5,3
889,Devansh Kaul,92,79,0,85.5,1
890,Manjari Gara,81,42,38,61.5,1
891,Nitya Kari,38,23,70,54,2
892,Ritvik Varkey,86,81,76,83.5,0
893,Renee Borah,34,28,66,50,2
894,Sara Issac,38,20,34,36,3
895,Mannat Solanki,42,1,9,25.5,2
896,Sumer Swaminathan,13,13,59,36,2
897,Tiya Ben,76,21,61,68.5,1
898,Eva Batta,68,70,45,69,0
899,Piya Bal,86,16,54,70,1
900,Manikya Sawhney,7,79,72,75.5,1
901,Vivaan Sekhon,84,88,78,86,0
902,Ahana  Behl,64,27,4,45.5,2
903,Oorja Jhaveri,12,15,82,48.5,2
904,Nehmat Varghese,95,44,2,69.5,1
905,Gokul Rajagopal,58,26,49,53.5,1
906,Badal Grewal,96,89,61,92.5,0
907,Hazel Madan,91,36,99,95,1
908,Mishti Gala,33,88,99,93.5,1
909,Zara Grover,36,80,33,58,2
910,Kanav Mammen,6,59,26,42.5,2
911,Indrajit Vyas,85,89,47,87,0
912,Rhea Trivedi,37,37,42,39.5,2
913,Mohanlal Srivastava,87,74,50,80.5,0
914,Anya Kari,39,65,33,52,2
915,Azad Tiwari,100,91,23,95.5,1
916,Akarsh Chakrabarti,54,42,7,48,1
917,Jayant Butala,32,25,10,28.5,3
918,Shray Vala,21,76,23,49.5,2
919,Eva Manne,74,77,3,75.5,1
920,Lakshit Bhattacharyya,77,55,23,66,1
921,Tanya Rao,29,86,49,67.5,1
922,Zaina Sheth,53,35,46,49.5,1
923,Jivin Apte,87,99,5,93,1
924,Alia Krish,52,15,50,51,1
925,Tanya Sharaf,47,58,54,56,0
926,Lakshay Sharma,54,16,35,44.5,2
927,Dhanuk Warrior,100,72,34,86,1
928,Lakshay Bora,89,52,56,72.5,0
929,Mohanlal Sankar,7,15,17,16,3
930,Anika Varty,35,63,35,49,2
931,Hrishita Sahota,93,27,81,87,1
932,Stuvan Majumdar,61,65,49,63,0
933,Saksham Devan,88,52,54,71,0
934,Pranay Subramaniam,20,85,22,53.5,2
935,Ayesha Devi,65,59,49,62,0
936,Saksham Dugar,44,88,15,66,1
937,Dishani Gandhi,33,3,13,23,3
938,Biju Sachdev,84,85,92,88.5,0
939,Anya Buch,46,30,65,55.5,1
940,Hiran Jain,55,86,13,70.5,1
941,Dhanush Barad,80,34,13,57,2
942,Jivika Rastogi,50,33,57,53.5,1
943,Divyansh Mallick,83,49,60,71.5,0
944,Tara Shenoy,72,36,13,54,2
945,Kabir Buch,89,40,96,92.5,0
946,Mahika Saxena,85,11,51,68,1
947,Shaan Gokhale,62,77,43,69.5,0
948,Divyansh Borah,94,98,13,96,1
949,Mohanlal Bose,48,12,24,36,2
950,Aaryahi Din,70,99,25,84.5,1
951,Dhanuk Kalla,94,80,42,87,0
952,Adira Bera,4,16,97,56.5,2
953,Jivin Raval,7,43,100,71.5,1
954,Kabir Thakkar,99,72,29,85.5,1
955,Dhruv Choudhary,60,16,87,73.5,1
956,Nitya Ganesh,42,15,70,56,1
957,Reyansh Agate,85,93,98,95.5,0
958,Keya Bala,9,13,96,54.5,2
959,Shalv Bora,9,89,91,90,1
960,Kavya Dyal,51,33,58,54.5,1
961,Indrans Ganguly,45,11,30,37.5,2
962,Manikya Banik,73,41,23,57,1
963,Myra Mall,100,25,58,79,1
964,Nayantara Divan,32,3,99,65.5,2
965,Ishaan Mahal,4,21,3,12.5,3
966,Riaan Lanka,14,84,63,73.5,1
967,Inaaya  Lalla,64,5,78,71,1
968,Manikya Sane,21,33,71,52,2
969,Damini Jhaveri,93,82,61,87.5,0
970,Kiara Randhawa,71,75,84,79.5,0
971,Samar Dey,44,13,45,44.5,1
972,Samaira Dewan,32,94,0,63,2
973,Advik Batta,61,41,1,51,1
974,Romil Gokhale,6,13,9,11,3
975,Jayan Atwal,53,37,19,45,2
976,Tarini Hans,0,36,84,60,2
977,Sahil Tandon,35,8,28,31.5,3
978,Dhanuk Cheema,93,51,67,80,0
979,Tarini Viswanathan,63,55,99,81,0
980,Dharmajan Srinivas,60,53,33,56.5,1
981,Ahana  Seshadri,33,99,63,81,1
982,Devansh Solanki,47,12,58,52.5,1
983,Lavanya Rajagopalan,51,33,91,71,1
984,Abram Contractor,55,21,88,71.5,1
985,Miraan Tella,88,75,22,81.5,1
986,Kiara Sampath,73,32,18,52.5,2
987,Sahil Boase,13,28,55,41.5,2
988,Rati Gara,35,12,99,67,2
989,Anahita Mandal,25,24,35,30,3
990,Hunar Zachariah,93,69,99,96,0
991,Madhup Chakrabarti,32,80,96,88,1
992,Zeeshan Tripathi,65,82,50,73.5,0
993,Shray Gupta,49,62,57,59.5,0
994,Lagan Manda,33,1,74,53.5,2
995,Gokul Grover,7,2,86,46.5,2
996,Aarna Varma,62,48,6,55,1
997,Amira Dutt,7,9,95,52,2
998,Raunak Walia,62,71,69,70,0
999,Hazel Bhat,81,97,98,97.5,0
1000,Jiya Borde,67,55,43,61,0
